epoch,load,active_users,mem_usage,total_memory,swap_usage,ram_usage,processes,min_ping,average_ping,max_ping
1627199777,0.56,0,14.3,24.06GB,0,80,111,92.66,101.56,112.77
1627199794,0.44,0,14.3,24.06GB,0,80,111,96.57,100.6,105.28
1627199811,0.34,0,14.3,24.06GB,0,80,111,143.51,154.78,188.52
1627199828,0.88,0,14.3,24.06GB,0,80,111,108.98,112.76,119.7
