epoch,load,active_users,mem_usage,total_memory,swap_usage,ram_usage,processes,min_ping,average_ping,max_ping
1627199786,0.04,0,19.1,24.06GB,0,32,115,102.06,115.48,140.17
1627199802,0.11,0,19.1,24.06GB,0,32,113,103.8,121.46,153.74
1627199819,0.08,0,19.1,24.06GB,0,32,116,106.3,138.06,173.24
1627199836,0.06,0,19.1,24.06GB,0,32,110,102.1,117.26,137.94
